Year Completed,Number of Purposes,Floors,Rank,Height,Name,Material,City,City ID,Country,Country ID,Longitude,Latitude,ID
2014,1,94,4,541.2999878,One World Trade Center,composite,New York City,1641,US,163,-74.01335144,40.71311188,98
1974,1,108,8,442.1400146,Willis Tower,steel,Chicago,1539,US,163,-87.63594818,41.8788681,169
2015,1,85,11,425.5,432 Park Avenue,concrete,New York City,1641,US,163,-73.97186279,40.76155853,13227
2009,2,98,12,423.2200012,Trump International Hotel & Tower,concrete,Chicago,1539,US,163,-87.6264267,41.88887024,203
1931,1,102,18,381,Empire State Building,steel,New York City,1641,US,163,-73.98560333,40.74842072,261
2009,1,55,20,365.7999878,Bank of America Tower,composite,New York City,1641,US,163,-73.98435211,40.75537872,291
1996,1,0,22,350.2200012,Stratosphere Tower,concrete,Las Vegas,1610,US,163,-115.1554337,36.1473999,9401
1973,1,83,23,346.2600098,Aon Center,steel,Chicago,1539,US,163,-87.62145233,41.88515854,339
1969,2,100,24,343.6900024,John Hancock Center,steel,Chicago,1539,US,163,-87.62306213,41.8987999,345
1962,1,0,27,329,WITI TV Tower,steel,Shorewood,2217,US,163,-87.89720917,43.0906105,17720
1930,1,77,32,318.8999939,Chrysler Building,steel,New York City,1641,US,163,-73.97534943,40.7516098,422
2007,1,52,33,318.769989,New York Times Tower,steel,New York City,1641,US,163,-73.99004364,40.75608826,423
1992,1,55,35,311.7999878,Bank of America Plaza,composite,Atlanta,1509,US,163,-84.38601685,33.7707901,429
1990,1,73,38,310.2900085,U.S. Bank Tower,steel,Los Angeles,1611,US,163,-118.2543564,34.05104065,445
1989,1,60,40,306.9400024,The Franklin - North Tower,composite,Chicago,1539,US,163,-87.63475037,41.88034821,465
2014,2,75,41,306.0700073,One57,steel/concrete,New York City,1641,US,163,-73.97907257,40.76544189,570
1982,1,75,42,305.4100037,JPMorgan Chase Tower,composite,Houston,1593,US,163,-95.36390686,29.76041985,472
1990,1,64,45,303.2799988,Two Prudential Plaza,concrete,Chicago,1539,US,163,-87.62258148,41.88536835,489
1983,1,71,46,302.3699951,Wells Fargo Plaza,steel,Houston,1593,US,163,-95.36826324,29.75844955,493
2014,1,65,47,297.730011,4 World Trade Center,composite,New York City,1641,US,163,-74.01217651,40.71031952,545
2008,1,57,48,296.730011,Comcast Center,composite,Philadelphia,1657,US,163,-75.16847992,39.95473862,546
1990,1,65,49,292.9200134,311 South Wacker Drive,concrete,Chicago,1539,US,163,-87.63555908,41.87739182,563
1932,1,67,50,290.1700134,70 Pine,steel,New York City,1641,US,163,-74.00766754,40.70634079,18405
1991,1,57,52,288.6499939,Key Tower,composite,Cleveland,1543,US,163,-81.69390869,41.50099945,585
1987,1,61,53,288.0400085,One Liberty Place,steel,Philadelphia,1657,US,163,-75.1681366,39.95256042,593
1984,1,76,55,284.3800049,Columbia Center,composite,Seattle,1680,US,163,-122.3305969,47.60464096,611
1930,1,71,56,282.5499878,The Trump Building,steel,New York City,1641,US,163,-74.00980377,40.70692062,619
1985,1,72,57,280.7200012,Bank of America Plaza 2,composite,Dallas,1554,US,163,-96.80393982,32.78004074,630
1977,1,63,58,278.8999939,Citigroup Center,steel,New York City,1641,US,163,-73.97038269,40.75857162,648
1982,1,64,61,274.6300049,Williams Tower,steel,Houston,1593,US,163,-95.46121216,29.73719025,661
1986,1,56,64,270.0599976,Renaissance Tower,steel,Dallas,1554,US,163,-96.80191803,32.78126144,683
1992,1,60,66,265.480011,Bank of America Corporate Center,concrete,Charlotte,1544,US,163,-80.84208679,35.22729111,711
2011,1,76,67,265.1799927,Eight Spruce Street,concrete,New York City,1641,US,163,-74.00566864,40.71086121,699
1989,4,66,68,265,900 North Michigan Avenue,concrete/steel,Chicago,1539,US,163,-87.62471008,41.8996582,708
1992,1,60,70,264.25,SunTrust Plaza,concrete,Atlanta,1509,US,163,-84.38646698,33.76269913,724
2001,1,72,71,262.4400024,Trump World Tower,concrete,New York City,1641,US,163,-73.96766663,40.75252151,735
1976,3,74,72,261.8800049,Water Tower Place,concrete,Chicago,1539,US,163,-87.62284088,41.89796829,739
2009,2,86,73,261.75,Aqua,concrete,Chicago,1539,US,163,-87.61991882,41.88647842,886
1974,1,62,74,261.519989,Aon Center 2,steel,Los Angeles,1611,US,163,-118.2568665,34.04922867,744
1972,1,48,75,260,Transamerica Pyramid,composite,San Francisco,1683,US,163,-122.4027328,37.79523849,772
1933,1,70,76,259.0799866,Comcast Building,steel,New York City,1641,US,163,-73.97939301,40.75899124,775
1969,1,60,77,259.0799866,Chase Tower,steel,Chicago,1539,US,163,-87.63024139,41.88161087,779
1990,2,58,78,258.4700012,Two Liberty Place,steel,Philadelphia,1657,US,163,-75.16742706,39.95169067,783
2000,2,68,79,257.3500061,Park Tower,concrete,Chicago,1539,US,163,-87.62513733,41.89702988,793
2012,1,52,80,257.230011,Devon Energy Center,concrete,Oklahoma City,1645,US,163,-97.51763153,35.46686172,623
1970,1,64,83,256.3399963,U.S. Steel Tower,steel,Pittsburgh,1661,US,163,-79.99463654,40.44129181,801
1987,1,50,88,249.9400024,One Atlantic Center,composite,Atlanta,1509,US,163,-84.38733673,33.78701019,874
2010,1,73,89,249.3300018,The Legacy at Millennium Park,concrete,Chicago,1539,US,163,-87.62564087,41.88135147,887
1987,2,75,90,248.1100006,CitySpire,concrete,New York City,1641,US,163,-73.97969818,40.7641983,895
1961,2,60,91,247.8099976,28 Liberty,steel,New York City,1641,US,163,-74.00904846,40.70782089,900
1999,1,48,92,246.5399933,4 Times Square,steel,New York City,1641,US,163,-73.9858017,40.75593948,907
1963,1,59,93,246.2799988,MetLife Building,steel,New York City,1641,US,163,-73.97666931,40.75342178,909
2004,2,54,94,245.6199951,Bloomberg Tower,concrete/steel,New York City,1641,US,163,-73.96798706,40.76174164,917
1990,1,54,96,241.4100037,Mellon Bank Center,composite,Philadelphia,1657,US,163,-75.16954803,39.95357895,971
1913,1,57,97,241.3999939,Woolworth Building,steel,New York City,1641,US,163,-74.0082016,40.7123909,969
1973,1,55,98,241.3800049,IDS Tower,composite,Minneapolis,1627,US,163,-93.27263641,44.9759903,968
1976,1,62,100,240.7899933,200 Clarendon,steel,Boston,1524,US,163,-71.07510376,42.34931946,974
2003,3,64,101,240.4100037,Four Seasons Hotel & Tower,concrete,Miami,1632,US,163,-80.19177246,25.75902939,977
1987,1,60,102,239.8800049,Comerica Bank Tower,composite,Dallas,1554,US,163,-96.79631805,32.78163147,984
2010,1,48,103,239.6999969,Duke Energy Center,concrete/steel,Charlotte,1544,US,163,-80.84860229,35.22389984,1077
2009,1,60,104,239.1199951,300 North LaSalle,composite,Chicago,1539,US,163,-87.63317108,41.88822174,1009
2004,1,42,105,238.0500031,30 Hudson Street,steel,Jersey City,1605,US,163,-74.03375244,40.7129097,1025
1983,1,56,107,237.75,Bank of America Center,steel,Houston,1593,US,163,-95.36659241,29.76074982,1026
1969,1,52,108,237.4400024,555 California Street,steel,San Francisco,1683,US,163,-122.403801,37.792099,1027
1989,1,47,109,237.1399994,1 Worldwide Plaza,steel,New York City,1641,US,163,-73.98695374,40.76222992,1030
1992,1,56,111,236.5299988,Capella Tower,composite,Minneapolis,1627,US,163,-93.26864624,44.9763298,1031
1988,1,56,112,236.3200073,Wells Fargo Center,composite,Minneapolis,1627,US,163,-93.27091217,44.97692871,1033
1988,1,55,113,235.3099976,1201 Third Avenue Tower,steel,Seattle,1680,US,163,-122.3360825,47.60726929,1045
1992,1,50,114,234.6999969,191 Peachtree Tower,composite,Atlanta,1509,US,163,-84.38668823,33.75894165,1062
1981,1,57,115,233.6499939,Three First National Plaza,composite,Chicago,1539,US,163,-87.63056946,41.88238144,1071
1983,1,55,116,232.8000031,Southeast Financial Center,composite,Miami,1632,US,163,-80.18742371,25.77223969,1075
1987,1,53,117,232.2599945,Heritage Plaza,steel,Houston,1593,US,163,-95.37078094,29.75880051,1079
1991,1,60,118,230.7400055,Carnegie Hall Tower,concrete,New York City,1641,US,163,-73.97962952,40.76480865,1090
1992,1,50,120,230.4799957,Chicago Title & Trust Center,composite,Chicago,1539,US,163,-87.63054657,41.8848114,1096
1980,1,55,121,230.3999939,Enterprise Plaza,composite,Houston,1593,US,163,-95.36897278,29.75781059,1093
2001,1,47,122,230.25,383 Madison Avenue,steel,New York City,1641,US,163,-73.9766922,40.75553894,1109
2013,1,67,123,229.6199951,Courtyard & Residence Inn Manhattan/Central Park,concrete,New York City,1641,US,163,-73.98271179,40.76435852,9786
1985,1,51,124,229.2100067,AXA Center,steel,New York City,1641,US,163,-73.98184204,40.76171875,1118
1972,1,57,127,228.6000061,One Penn Plaza,steel,New York City,1641,US,163,-73.99236298,40.75128174,1123
1972,1,54,128,228.6000061,1251 Avenue of the Americas,steel,New York City,1641,US,163,-73.98156738,40.75997925,1126
1964,1,52,129,228.6000061,Prudential Tower,steel,Boston,1524,US,163,-71.08264923,42.347229,1127
1992,1,52,129,228.6000061,Two California Plaza,steel,Los Angeles,1611,US,163,-118.2515335,34.05144119,1128
2004,3,55,131,228.3200073,Time Warner Center North Tower,concrete/steel,New York City,1641,US,163,-73.98310852,40.76893997,1124
2004,2,55,131,228.3200073,Time Warner Center South Tower,concrete/steel,New York City,1641,US,163,-73.98313904,40.76831818,1125
1991,1,52,133,228.3000031,Gas Company Tower,steel,Los Angeles,1611,US,163,-118.2531891,34.05007935,1131
2010,1,44,134,228.3000031,Goldman Sachs Headquarters,steel,New York City,1641,US,163,-74.01437378,40.71479034,1133
1989,1,55,135,227.0800018,60 Wall Street,steel,New York City,1641,US,163,-74.00849915,40.70611954,1151
1972,1,54,136,227.0800018,One Astor Plaza,composite,New York City,1641,US,163,-73.98645782,40.75790024,1152
2007,1,35,137,227.0800018,RSA Battle House Tower,steel/concrete,Mobile,1635,US,163,-88.03991699,30.69330025,1155
2010,1,54,138,226.7200012,Blue Cross-Blue Shield Tower,composite,Chicago,1539,US,163,-87.61979675,41.88478851,1160
2006,1,49,139,226.5,7 World Trade Center,steel/concrete,New York City,1641,US,163,-74.01213837,40.71332169,1117
1972,1,54,140,226.4700012,One Liberty Plaza,steel,New York City,1641,US,163,-74.0109024,40.70985031,1161
1931,1,57,141,225.8600006,Twenty Exchange,steel,New York City,1641,US,163,-74.0096817,40.70544052,1169
1996,1,53,142,225.8600006,Centerpoint Energy Plaza,steel,Houston,1593,US,163,-95.36795044,29.75712967,1173
1989,1,56,143,225.5599976,Two Union Square,composite,Seattle,1680,US,163,-122.3319473,47.6104393,1176
1991,1,55,144,225.25,Three Logan,steel,Philadelphia,1657,US,163,-75.16905975,39.95534897,8966
1986,1,51,145,225.1999969,Three World Financial Center,steel,New York City,1641,US,163,-74.01502228,40.71353912,1177
1975,1,55,148,224.0299988,Bank of America Plaza,steel,Los Angeles,1611,US,163,-118.2532196,34.0536499,1200
1984,1,55,150,223.1199951,1600 Smith Street,steel,Houston,1593,US,163,-95.37270355,29.75440025,1208
1986,2,63,152,222.8999939,Olympia Centre,concrete,Chicago,1539,US,163,-87.62315369,41.8964119,1228
1977,1,70,154,221.4900055,Detroit Marriott at the Renaissance Center,concrete,Detroit,1559,US,163,-83.03968811,42.32899094,1225
2009,1,62,155,221.3399963,One Museum Park,concrete,Chicago,1539,US,163,-87.62133026,41.86714172,1203
2004,1,47,156,221.2899933,Times Square Tower,steel,New York City,1641,US,163,-73.98692322,40.75558853,1226
1983,1,54,157,221,One Mellon Center,steel,Pittsburgh,1661,US,163,-79.9960022,40.43978882,1231
1991,1,53,158,221,777 Tower,steel,Los Angeles,1611,US,163,-118.2613983,34.04850006,1233
1982,1,52,159,221,Fulbright Tower,composite,Houston,1593,US,163,-95.36154938,29.75551033,1234
1976,1,73,160,220.3699951,Westin Peachtree Plaza,concrete,Atlanta,1509,US,163,-84.38857269,33.75936127,1241
1983,1,54,161,220.3699951,Wells Fargo Tower,steel,Los Angeles,1611,US,163,-118.2517319,34.05295944,1242
1990,1,57,162,220.0700073,Seattle Municipal Tower,steel,Seattle,1680,US,163,-122.3294067,47.60523987,1248
1986,1,62,163,219.4600067,Fountain Place,steel,Dallas,1554,US,163,-96.80255127,32.78479004,8940
2012,2,53,164,218.9199982,Revel Resort and Casino,concrete,Atlantic City,1501,US,163,-74.4148407,39.36246872,1322
1989,1,52,165,218.5399933,Figueroa at Wilshire,steel,Los Angeles,1611,US,163,-118.2594299,34.05073166,1279
1985,2,68,166,218.2400055,Metropolitan Tower,concrete,New York City,1641,US,163,-73.97931671,40.76475143,1282
1984,1,56,169,217.6300049,Republic Plaza,steel,Denver,1556,US,163,-104.9885101,39.74354935,1307
1970,1,50,170,217.6300049,One Shell Plaza,concrete,Houston,1593,US,163,-95.36763763,29.75914955,1308
1982,1,52,171,216.1100006,1801 California Plaza,steel,Denver,1556,US,163,-104.9897766,39.74766159,1328
1928,1,52,173,215.8000031,Terminal Tower,steel,Cleveland,1543,US,163,-81.69412994,41.49824905,1338
1960,1,52,174,215.5,JPMorgan Chase Tower,steel,New York City,1641,US,163,-73.97557068,40.75579834,1341
1968,1,50,177,214.8899994,General Motors Building,steel,New York City,1641,US,163,-73.97228241,40.76359177,1351
1990,1,49,179,213.6699982,Chase Tower,steel,Indianapolis,1600,US,163,-86.15712738,39.76958084,903
1909,1,50,180,213.3600006,Metropolitan Life Tower,steel,New York City,1641,US,163,-73.98738098,40.7412796,1383
1971,1,52,181,213.0599976,City National Tower,steel,Los Angeles,1611,US,163,-118.2577133,34.05078125,1395
1971,1,52,181,213.0599976,Paul Hastings Tower,steel,Los Angeles,1611,US,163,-118.2570114,34.05157089,1396
1983,1,50,183,212.75,Wells Fargo Center,composite,Denver,1556,US,163,-104.9852295,39.74357986,1401
1931,1,59,184,212.4499969,500 Fifth Avenue,steel,New York City,1641,US,163,-73.98104858,40.75389099,1403
1972,1,51,185,212.4499969,One Shell Square,composite,New Orleans,1636,US,163,-90.07080841,29.95025063,1405
1972,1,52,186,211.8399963,AMA Plaza,composite,Chicago,1539,US,163,-87.62757874,41.8886795,18349
1986,2,48,187,211.8399963,345 California Center,steel,San Francisco,1683,US,163,-122.4004517,37.79262924,1420
1992,1,48,189,210.9199982,Americas Tower,steel,New York City,1641,US,163,-73.98287964,40.75714111,1426
1983,1,50,191,210.5200043,1400 Smith Street,steel,Houston,1593,US,163,-95.37200928,29.7554493,1429
1974,1,49,192,210,Solow Building,steel,New York City,1641,US,163,-73.97489166,40.76382065,1465
1967,1,52,193,209.7100067,HSBC Bank Building,steel,New York City,1641,US,163,-74.01010895,40.7085495,1476
1972,1,53,194,209.3999939,55 Water Street,steel,New York City,1641,US,163,-74.00940704,40.70294189,1480
1963,1,50,195,209.3999939,277 Park Avenue,steel,New York City,1641,US,163,-73.97457123,40.75540924,1481
2009,2,60,197,209,Waldorf Astoria Chicago,concrete,Chicago,1539,US,163,-87.62748718,41.89978027,1484
1980,1,50,199,208.7899933,Three Allen Center,steel,Houston,1593,US,163,-95.37207031,29.75731087,1496
2003,2,52,200,208.4900055,Random House Tower,steel,New York City,1641,US,163,-73.98256683,40.76530838,1500
2010,1,56,201,208.1499939,The Austonian,concrete,Austin,1510,US,163,-97.74465942,30.26482964,1501
1993,1,52,202,207.8800049,Four Seasons Hotel,concrete,New York City,1641,US,163,-73.97129059,40.76232147,1517
2005,1,51,203,207.6399994,111 South Wacker,composite,Chicago,1539,US,163,-87.6364975,41.88024139,1528
1990,1,50,204,207.2700043,181 West Madison,composite,Chicago,1539,US,163,-87.63342285,41.88161087,1529
2005,1,48,205,207.1000061,Hyatt Center,composite,Chicago,1539,US,163,-87.63629913,41.88090134,1546
2009,2,63,206,207,Marquis,concrete,Miami,1632,US,163,-80.18991852,25.78519058,1533
1978,1,47,207,206.8000031,LyondellBassell Tower,composite,Houston,1593,US,163,-95.36231995,29.75610924,1549
1980,1,47,208,206.3500061,AT&T Building,concrete,Atlanta,1509,US,163,-84.38652039,33.77273178,1552
2015,1,61,209,206,Sky,concrete,New York City,1641,US,163,-73.99848175,40.76124954,2024
1972,1,51,210,205.4400024,McGraw-Hill Building,steel,New York City,1641,US,163,-73.98213196,40.75934982,1568
1983,2,57,212,205.1300049,One Magnificent Mile,concrete,Chicago,1539,US,163,-87.62454224,41.90042877,1572
1930,1,53,213,205.1300049,One Grand Central Place,steel,New York City,1641,US,163,-73.97875977,40.75207138,1576
1990,1,50,214,205.1300049,Citigroup Building,steel,New York City,1641,US,163,-73.94403076,40.74700165,1651
2007,1,56,215,205.0599976,Barclay Tower,concrete,New York City,1641,US,163,-74.00920105,40.71220016,1574
2007,1,64,216,204.8999939,340 on the Park,concrete,Chicago,1539,US,163,-87.61869049,41.88476944,1583
1970,1,48,217,204.2200012,Paramount Plaza,steel,New York City,1641,US,163,-73.98451996,40.76203156,1587
1992,1,49,218,203.6100006,United Building,composite,Chicago,1539,US,163,-87.63053131,41.88652039,1597
1983,1,52,219,203.5800018,33 South 6th Street,concrete,Minneapolis,1627,US,163,-93.27297974,44.97822952,1595
1975,1,52,220,203.3000031,BOK Tower,steel,Tulsa,1706,US,163,-95.9906311,36.15523148,1598
2010,2,54,221,203.2799988,Ritz-Carlton/Marriott Marquis Los Angeles,steel,Los Angeles,1611,US,163,-118.2670135,34.04518127,1734
2008,2,48,222,202.6900024,Sovereign,concrete,Atlanta,1509,US,163,-84.36846924,33.84711075,1610
2011,1,40,223,202.6900024,Great American Tower at Queen City Square,composite,Cincinnati,1550,US,163,-84.50692749,39.09972,1636
1982,2,58,224,202.3899994,Trump Tower,concrete,New York City,1641,US,163,-73.97396088,40.7623291,1611
2002,1,47,226,200.8099976,Hearst Tower,steel/concrete,Charlotte,1544,US,163,-80.84068298,35.22756958,1647
1985,1,46,227,200.5599976,200 Public Square,steel,Cleveland,1543,US,163,-81.69158173,41.50011826,1654
2006,1,41,228,200.1600037,1180 Peachtree,concrete,Atlanta,1509,US,163,-84.3837204,33.78686905,1658
2010,1,47,235,199.5,Wells Fargo Tower,steel/concrete,Miami,1632,US,163,-80.18952942,25.77131081,1782
1932,1,50,236,199.3399963,One Wall Street,steel,New York City,1641,US,163,-74.0116272,40.70738983,1727
2009,1,58,237,199.1699982,Silver Towers East,concrete,New York City,1641,US,163,-73.99886322,40.76068878,1731
2009,1,58,237,199.1699982,Silver Towers West,concrete,New York City,1641,US,163,-73.99949646,40.76073074,1732
1986,1,51,239,199.0399933,599 Lexington Avenue,steel,New York City,1641,US,163,-73.97074127,40.75778961,1736
2001,1,50,240,198.5800018,UBS Tower,composite,Chicago,1539,US,163,-87.63626862,41.88230896,1742
1990,1,53,242,198.1199951,712 5th Avenue,steel,New York City,1641,US,163,-73.97502136,40.76221848,1750
2008,1,63,243,198,900 Biscayne Bay,concrete,Miami,1632,US,163,-80.19010925,25.78331947,1311
1929,1,56,248,197.8000031,Chanin Building,steel,New York City,1641,US,163,-73.97664642,40.75117874,1766
1967,1,47,249,197.5099945,245 Park Avenue,steel,New York City,1641,US,163,-73.97489166,40.75463867,1778
1965,1,31,250,197.5099945,Richard J. Daley Center,steel,Chicago,1539,US,163,-87.63024902,41.88417816,1780
1983,1,37,251,197.3200073,550 Madison Avenue,steel,New York City,1641,US,163,-73.97341156,40.76139832,1783
2004,1,56,252,197.1499939,55 East Erie,concrete,Chicago,1539,US,163,-87.62577057,41.89384079,1781
2009,1,58,254,196.6000061,Millennium Tower,concrete,San Francisco,1683,US,163,-122.3960724,37.79037094,1801
1986,1,44,255,196.6000061,Two World Financial Center,steel,New York City,1641,US,163,-74.01554871,40.71242905,1804
1968,1,70,256,196.4499969,Lake Point Tower,concrete,Chicago,1539,US,163,-87.61215973,41.8915596,1799
2007,1,43,257,196.4400024,1095 Avenue of the Americas,steel,New York City,1641,US,163,-73.98477936,40.75460815,1936
2001,1,58,258,196.2899933,River East Center,concrete,Chicago,1539,US,163,-87.61795807,41.89144135,1809
1931,1,50,259,196,570 Lexington Avenue,steel,New York City,1641,US,163,-73.97250366,40.757061,1828
2015,1,46,260,196,Mansions at Acqualina,concrete,Sunny Isles Beach,1686,US,163,-80.12055206,25.94004059,15110
2007,1,53,263,195.6799927,The Palazzo,composite,Las Vegas,1610,US,163,-115.1679001,36.12393188,1827
2003,1,57,264,195.3800049,Grand Plaza Apartments,concrete,Chicago,1539,US,163,-87.62854004,41.89196014,1829
1969,1,50,266,195.0700073,1 New York Plaza,steel,New York City,1641,US,163,-74.0120697,40.70204163,1840
2010,2,45,267,194.75,Four Seasons Hotel & Private Residences,concrete,Denver,1556,US,163,-104.9980621,39.74639893,1860
2009,1,45,268,194.5700073,155 North Wacker,composite,Chicago,1539,US,163,-87.63648987,41.88471985,1862
2011,2,63,269,194.5500031,1 MiMA Tower,concrete,New York City,1641,US,163,-73.99465942,40.75891876,2029
1989,1,46,272,193.5500031,Leo Burnett Building,composite,Chicago,1539,US,163,-87.62908936,41.88645935,1873
1984,1,40,273,193.5500031,One PPG Place,steel,Pittsburgh,1661,US,163,-80.00364685,40.44002151,1874
2002,1,45,274,193.25,One First National Center,composite,Omaha,1646,US,163,-95.93756866,41.25901031,1875
1969,1,44,275,193.25,345 Park Avenue,steel,New York City,1641,US,163,-73.97238159,40.75777817,1876
2011,1,46,276,192.7400055,BG Group Place,concrete,Houston,1593,US,163,-95.36338043,29.75790024,1927
1929,1,48,278,192.6000061,Mercantile Building,steel,New York City,1641,US,163,-73.98127747,40.75156021,1892
2010,2,59,279,192.5800018,Langham Place,concrete,New York City,1641,US,163,-73.98374939,40.75006866,1891
2005,1,57,280,192.3800049,The Heritage at Millennium Park,concrete,Chicago,1539,US,163,-87.62560272,41.88415909,1897
2008,1,52,282,192.3300018,Encore,concrete,Las Vegas,1610,US,163,-115.1648636,36.12950134,1901
2009,1,55,283,192.2799988,Mint at Riverfront,concrete,Miami,1632,US,163,-80.19515228,25.76948929,1899
2010,2,57,284,192.1100006,W New York Downtown Hotel & Residences,concrete,New York City,1641,US,163,-74.01364136,40.70909119,1898
1972,1,50,286,192.0299988,Grace Plaza,steel,New York City,1641,US,163,-73.98269653,40.75463867,1919
1969,1,50,286,192.0299988,Safeco Plaza,steel,Seattle,1680,US,163,-122.3337631,47.60622025,1920
1966,1,44,288,192.0299988,Home Insurance Plaza,steel,New York City,1641,US,163,-74.00814056,40.70872116,1932
2008,2,52,289,192,Infinity at Brickell,concrete,Miami,1632,US,163,-80.19428253,25.76107025,1916
1982,1,49,290,191.7200012,101 Park Avenue,concrete,New York City,1641,US,163,-73.97785187,40.75086975,1937
1965,1,52,291,191.4199982,Elm Place,steel,Dallas,1554,US,163,-96.80075836,32.78144836,1944
1971,1,45,292,191.4199982,888 7th Avenue,steel,New York City,1641,US,163,-73.98084259,40.76530838,1945
1969,1,50,293,190.5,1345 Avenue of the Americas,steel,New York City,1641,US,163,-73.97898865,40.76303101,1961
1979,1,48,294,190.5,Citigroup Center,steel,Los Angeles,1611,US,163,-118.2550583,34.05160904,1962
1987,1,47,295,190.5,Miami Tower,concrete,Miami,1632,US,163,-80.19145966,25.77227974,1963
1931,1,47,295,190.5,Waldorf Astoria New York,steel,New York City,1641,US,163,-73.97338104,40.75656891,1964
2009,1,44,297,189.9900055,353 North Clark,composite,Chicago,1539,US,163,-87.63020325,41.88888931,1975
1991,1,54,298,189.8899994,Trump Palace,concrete,New York City,1641,US,163,-73.96177673,40.76742935,2260
1988,1,42,299,189.8899994,One Kansas City Place,concrete,Kansas City,1633,US,163,-94.58377075,39.09970093,1895
2008,2,64,300,189.5899963,Trump International Hotel & Tower 1,concrete,Las Vegas,1610,US,163,-115.1727829,36.12963104,2003
1968,1,0,301,189.5899963,Tower of the Americas,concrete,San Antonio,1678,US,163,-98.48355103,29.41902924,9604
2010,1,50,302,189.2799988,One Madison Park,concrete,New York City,1641,US,163,-73.98805237,40.74065018,2026
1976,2,51,303,189,Olympic Tower,concrete/steel,New York City,1641,US,163,-73.97615051,40.7591095,2010
1967,1,42,304,189,611 Place,steel,Los Angeles,1611,US,163,-118.2553482,34.04916,2013
2003,1,55,305,188.3399963,425 5th Avenue,concrete,New York City,1641,US,163,-73.98233032,40.75104141,2025
1928,1,33,307,187.5,New York Life Building,steel,New York City,1641,US,163,-73.9855423,40.74277115,2060
2007,1,57,308,187.4499969,Marina Blue,concrete,Miami,1632,US,163,-80.18971252,25.7823391,2051
2007,1,58,309,187.4100037,The Epic,concrete,New York City,1641,US,163,-73.99008942,40.7487793,2050
1985,1,44,310,187.3999939,Tower 49&reg;,steel/concrete,New York City,1641,US,163,-73.97704315,40.75727081,2069
2010,2,46,311,187.1499939,Eventi,concrete,New York City,1641,US,163,-73.99015045,40.74708176,2066
2005,2,45,312,187.1499939,Wynn Las Vegas,concrete,Las Vegas,1610,US,163,-115.1655579,36.12675858,2074
2014,1,58,313,186.7700043,OneEleven,concrete,Chicago,1539,US,163,-87.63143921,41.88652039,14291
2007,1,56,315,185.9299927,Plaza on Brickell Tower I,concrete,Miami,1632,US,163,-80.19010925,25.76505089,2091
2003,1,58,316,185.9100037,Millennium Centre,concrete,Chicago,1539,US,163,-87.62927246,41.89300919,2088
1964,1,46,317,185.6300049,Credit Lyonnais Building,steel,New York City,1641,US,163,-73.97988892,40.76169968,2115
1991,2,49,318,185.3200073,Chicago Place,concrete,Chicago,1539,US,163,-87.62503815,41.89530945,2117
1989,1,44,320,184.8200073,City Centre,steel,Seattle,1680,US,163,-122.3346634,47.61059952,2466
1984,1,45,321,184.8000031,KPMG Tower,steel,Los Angeles,1611,US,163,-118.2526169,34.0521698,2697
1963,1,44,322,184.7100067,ExxonMobil Building,steel,Houston,1593,US,163,-95.36950684,29.75355911,2157
2015,2,46,323,184.5099945,Baccarat Hotel & Residences,concrete,New York City,1641,US,163,-73.97741699,40.76079178,14312
2008,1,54,324,184.4100037,One Rincon Hill South Tower,concrete,San Francisco,1683,US,163,-122.3920975,37.78580093,2161
1930,1,44,325,184.4100037,Chicago Board of Trade,steel,Chicago,1539,US,163,-87.63237762,41.87760925,2164
1962,1,0,326,184.4100037,Space Needle,steel,Seattle,1680,US,163,-122.3492966,47.62049866,9603
2006,1,60,327,184.1000061,The Orion,concrete,New York City,1641,US,163,-73.99226379,40.75794983,2167
1931,1,0,328,184,George Washington Bridge,steel,New York City,1641,US,163,-73.95197296,40.8517189,16478
2010,1,52,329,183.9499969,Cosmopolitan Casino Spa Tower,concrete/steel,Las Vegas,1610,US,163,-115.1764908,36.1099205,2177
2010,1,50,330,183.9499969,Cosmopolitan Casino Beach Club Tower,concrete/steel,Las Vegas,1610,US,163,-115.1742477,36.11026001,2178
1983,1,41,331,183.8000031,590 Madison Avenue,steel,New York City,1641,US,163,-73.97299194,40.76213074,2181
1954,1,36,332,183.5,Gables Republic Tower,steel,Dallas,1554,US,163,-96.7978363,32.78329849,9101
2013,1,40,333,183.4299927,250 West 55th Street,steel,New York City,1641,US,163,-73.98361969,40.76502991,8767
2009,2,54,335,183.1999969,Epic Residences & Hotel,concrete,Miami,1632,US,163,-80.18930054,25.77059937,8982
1972,1,44,337,183.1900024,CNA Plaza,steel,Chicago,1539,US,163,-87.62560272,41.87739944,2188
1973,1,42,338,183.1900024,U.S. Bank Center,steel,Milwaukee,1634,US,163,-87.90196228,43.03828049,2189
1970,1,41,339,183.1900024,BNY Mellon Center at One Boston Place,steel,Boston,1524,US,163,-71.05834961,42.35855865,2185
1955,1,41,339,183.1900024,One Prudential Plaza,steel,Chicago,1539,US,163,-87.62319946,41.88489151,2190
2011,1,40,341,183.1000061,Eleven Times Square,composite,New York City,1641,US,163,-73.98963165,40.75677109,2192
1982,1,48,342,183,101 California Street,steel,San Francisco,1683,US,163,-122.3978729,37.79286957,2208
1985,1,43,343,183,50 Fremont Center,steel,San Francisco,1683,US,163,-122.397171,37.79050827,2217
